date,net_beta_dollar
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,0.0
2011-03-16,0.0
2011-03-17,0.0
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,41639.587396644536
2011-04-01,41581.79399678098
2011-04-04,39457.298763371844
2011-04-05,41318.28284505301
2011-04-06,37482.296228260006
2011-04-07,37321.256262524505
2011-04-08,36030.206058853786
2011-04-11,37146.47875840608
2011-04-12,34306.47625195699
2011-04-13,34575.64350179405
2011-04-14,35836.07904466656
2011-04-15,33063.39768173387
2011-04-18,32575.749503978965
2011-04-19,31936.202347886137
2011-04-20,26768.051333036317
2011-04-21,23966.858801867755
2011-04-25,23263.340990680008
2011-04-26,22141.760081537504
2011-04-27,21103.403352277906
2011-04-28,21530.873728137056
2011-04-29,21835.42304815998
2011-05-02,22652.92163154157
2011-05-03,22751.840549160668
2011-05-04,20996.43577330446
2011-05-05,22750.615603456798
2011-05-06,21960.513042602382
2011-05-09,22410.24817085314
2011-05-10,22931.12069864638
2011-05-11,23986.837110579043
2011-05-12,23298.85422442027
2011-05-13,20332.80177202847
2011-05-16,19688.45726596455
2011-05-17,22777.24082548704
2011-05-18,22479.51942395589
2011-05-19,25292.414492379743
2011-05-20,24455.978910225036
2011-05-23,25137.915373539858
2011-05-24,23956.892115735507
2011-05-25,24560.682121771737
2011-05-26,26825.32125690469
2011-05-27,29083.80839196447
2011-05-31,27389.78531190107
2011-06-01,31389.736425173585
2011-06-02,32142.9378202746
2011-06-03,27186.464417661715
2011-06-06,31577.982680212794
2011-06-07,32151.2825990375
2011-06-08,31319.996758358393
2011-06-09,32205.15297104974
2011-06-10,32605.33281131358
2011-06-13,29288.10784768463
2011-06-14,31236.792453473638
2011-06-15,31038.94545849299
2011-06-16,30372.845275777567
2011-06-17,29006.031826634004
2011-06-20,29408.06114467488
2011-06-21,30589.780779545326
2011-06-22,29651.639618818328
2011-06-23,30300.910853840425
2011-06-24,29031.40482357479
2011-06-27,30893.736032992514
2011-06-28,31430.442729419927
2011-06-29,31679.273845908057
2011-06-30,8679.559293760147
2011-07-01,6678.13496616231
2011-07-05,6169.233990813329
2011-07-06,6679.986891982073
2011-07-07,5575.740727614975
2011-07-08,3004.5860683381325
2011-07-11,2496.4035876779235
2011-07-12,4912.0187960201
2011-07-13,4944.9727448991325
2011-07-14,5495.3843235239765
2011-07-15,7937.821562274359
2011-07-18,7623.462889268514
2011-07-19,7558.631943518398
2011-07-20,10821.072440959455
2011-07-21,10506.289362120748
2011-07-22,10806.50751222411
2011-07-25,10087.29370618421
2011-07-26,9509.099690364383
2011-07-27,8432.092597078983
2011-07-28,8623.825631348009
2011-07-29,14549.340132665457
2011-08-01,11315.814937949312
2011-08-02,7098.232208365342
2011-08-03,11596.761935878763
2011-08-04,5240.427695761537
2011-08-05,7656.640942253391
2011-08-08,5228.1236669392965
2011-08-09,4358.346224647976
2011-08-10,10779.895786069843
2011-08-11,14670.275615344304
2011-08-12,14370.201054031728
2011-08-15,16855.31435734495
2011-08-16,19244.795460815236
2011-08-17,21761.615778500403
2011-08-18,18563.55763589297
2011-08-19,24262.99947433555
2011-08-22,20828.35095694923
2011-08-23,22384.156155422606
2011-08-24,22246.916336463604
2011-08-25,20837.775993782532
2011-08-26,20557.498749539533
2011-08-29,21672.57777031776
2011-08-30,23722.06566589723
2011-08-31,23678.793455302424
2011-09-01,23445.98757391564
2011-09-02,22005.140979325195
2011-09-06,19518.286157844108
2011-09-07,22165.410665467265
2011-09-08,23786.30270862271
2011-09-09,24228.452138479624
2011-09-12,23025.499591774133
2011-09-13,26289.120089588978
2011-09-14,27199.547457482695
2011-09-15,26812.14993383386
2011-09-16,26569.608558215026
2011-09-19,25266.907336059594
2011-09-20,24458.53915760925
2011-09-21,23311.26833861397
2011-09-22,17816.033349159246
2011-09-23,20076.21246825125
2011-09-26,20385.94819618424
2011-09-27,21984.409545241666
2011-09-28,20455.777660872307
2011-09-29,18016.766623898686
2011-09-30,-14061.788720197379
2011-10-03,-15043.295164469833
2011-10-04,-15354.76768006038
2011-10-05,-16679.797463174298
2011-10-06,-18013.895815760014
2011-10-07,-17347.53351887224
2011-10-10,-17725.394158160445
2011-10-11,-17160.023113740725
2011-10-12,-12951.931690595651
2011-10-13,-12122.664105365911
2011-10-14,-10815.365925536462
2011-10-17,-8403.06974759839
2011-10-18,-7985.420810969517
2011-10-19,-8497.151818038008
2011-10-20,-8887.558132742924
2011-10-21,-7576.291578287506
2011-10-24,-8524.234622606396
2011-10-25,-9590.043527385336
2011-10-26,-8160.840547036845
2011-10-27,-7705.299256726896
2011-10-28,-11489.482526506588
2011-10-31,-14128.96700175287
2011-11-01,-9947.314430958737
2011-11-02,-11763.624286384875
2011-11-03,-12489.687369830732
2011-11-04,-12286.16488443443
2011-11-07,-12737.997391459328
2011-11-08,-11826.056081834278
2011-11-09,-11823.142481671064
2011-11-10,-8846.383156021126
2011-11-11,-7850.010661897628
2011-11-14,-7780.253130115452
2011-11-15,-8331.996470654092
2011-11-16,-8807.7000701988
2011-11-17,-9502.80996429312
2011-11-18,-10183.623709516512
2011-11-21,-11046.728302028787
2011-11-22,-12669.487446354702
2011-11-23,-12579.82066213149
2011-11-25,-13659.751133841855
2011-11-28,-13250.316737959074
2011-11-29,-15092.449853091035
2011-11-30,-13593.550303361611
2011-12-01,-7298.705863851588
2011-12-02,-5282.100865095388
2011-12-05,-4313.103187023022
2011-12-06,-2405.8751932722225
2011-12-07,-1475.6126784866792
2011-12-08,-3745.6818292624084
2011-12-09,-1840.124460049381
2011-12-12,-4369.137406123453
2011-12-13,-7620.324394646159
2011-12-14,-10144.103435205383
2011-12-15,-10000.955861831724
2011-12-16,-10038.628884735139
2011-12-19,-9068.390632477327
2011-12-20,-7081.351894448948
2011-12-21,-4473.172109205392
2011-12-22,-3561.388946650957
2011-12-23,-2992.4814301461156
2011-12-27,-3034.7931902925193
2011-12-28,-3425.2796236276918
2011-12-29,-2014.392174858076
2011-12-30,5106.103034993386
2012-01-03,7683.148950881208
2012-01-04,6266.774465554845
2012-01-05,5039.972876805419
2012-01-06,4596.879730257671
2012-01-09,5092.662200530016
2012-01-10,6722.457155676791
2012-01-11,5017.002444544312
2012-01-12,4554.402663354413
2012-01-13,4842.29200559188
2012-01-17,6244.583281671308
2012-01-18,6492.599329468561
2012-01-19,4398.435275102471
2012-01-20,5092.449985840722
2012-01-23,5656.014630122518
2012-01-24,4978.045403597236
2012-01-25,3551.2011979628296
2012-01-26,1882.639451132156
2012-01-27,966.9035664803814
2012-01-30,423.1719644286786
2012-01-31,753.5173175147793
2012-02-01,-1207.366675226891
2012-02-02,-3288.9507850360533
2012-02-03,-1717.6780905924388
2012-02-06,-2125.627395303134
2012-02-07,-1255.596896741219
2012-02-08,1078.1689131360035
2012-02-09,2482.75164334313
2012-02-10,3643.740354709851
2012-02-13,5115.239140308113
2012-02-14,7496.250888991839
2012-02-15,7351.147369974322
2012-02-16,9285.67905761089
2012-02-17,11282.66360951084
2012-02-21,10736.113014108298
2012-02-22,10753.55868679483
2012-02-23,9694.908787452732
2012-02-24,10156.514140037412
2012-02-27,10479.6168833673
2012-02-28,11519.152089292038
2012-02-29,10964.84023547516
2012-03-01,11299.943349336856
2012-03-02,9672.968667620531
2012-03-05,10713.211056493456
2012-03-06,10847.51792222567
2012-03-07,13568.372217211057
2012-03-08,12913.175412785466
2012-03-09,13732.51664441578
2012-03-12,11489.599959682208
2012-03-13,14724.426468375343
2012-03-14,15161.912069608457
2012-03-15,15491.099678858795
2012-03-16,15733.188830557629
2012-03-19,16572.253224176005
2012-03-20,15051.05963635692
2012-03-21,13949.227006471978
2012-03-22,12232.84824997632
2012-03-23,15417.080749079381
2012-03-26,13155.436890769983
2012-03-27,11822.756887726166
2012-03-28,10080.444869436382
2012-03-29,10024.06827384376
2012-03-30,-68700.06051473475
2012-04-02,-68625.77466224108
2012-04-03,-69661.08118080653
2012-04-04,-64835.77852358519
2012-04-05,-63995.97820476518
2012-04-09,-61896.256606322946
2012-04-10,-62109.58024826515
2012-04-11,-63071.53148603266
2012-04-12,-61753.80883310322
2012-04-13,-59950.91244554399
2012-04-16,-60164.02883712604
2012-04-17,-62015.53269575641
2012-04-18,-65566.88714967872
2012-04-19,-68152.42079719964
2012-04-20,-67373.22195739804
2012-04-23,-68642.3969566365
2012-04-24,-67606.88920775779
2012-04-25,-67609.81650393021
2012-04-26,-65430.39865420385
2012-04-27,-66338.3925135457
2012-04-30,-69978.17160948085
2012-05-01,-66127.85252204679
2012-05-02,-67353.24601488312
2012-05-03,-67057.59201467138
2012-05-04,-63440.724233208675
2012-05-07,-61528.41899339273
2012-05-08,-63617.61308897748
2012-05-09,-65068.00726758945
2012-05-10,-63954.009173894985
2012-05-11,-65431.590833875656
2012-05-14,-70396.87991795759
2012-05-15,-67576.51626806599
2012-05-16,-65804.3729738466
2012-05-17,-65378.87057163744
2012-05-18,-64617.36641634545
2012-05-21,-68631.44292342995
2012-05-22,-69448.02596993385
2012-05-23,-69632.4665910391
2012-05-24,-70778.19960188688
2012-05-25,-70763.41157569429
2012-05-29,-68609.55152177598
2012-05-30,-67757.78232614954
2012-05-31,-62134.42429754471
2012-06-01,-62224.75931832868
2012-06-04,-58436.82488377477
2012-06-05,-60128.37754285465
2012-06-06,-60879.26319088355
2012-06-07,-58885.66056556367
2012-06-08,-59959.62000039627
2012-06-11,-60501.33577878472
2012-06-12,-59647.0384862293
2012-06-13,-60110.73074592686
2012-06-14,-59902.080020051435
2012-06-15,-59259.3862655244
2012-06-18,-61104.95319622001
2012-06-19,-60651.39078044871
2012-06-20,-61016.825103404306
2012-06-21,-56629.37916328991
2012-06-22,-53135.39561588122
2012-06-25,-51651.390885715795
2012-06-26,-52108.61311883888
2012-06-27,-53682.58188434913
2012-06-28,-52422.29341116983
2012-06-29,-30326.115962753713
2012-07-02,-30621.685373821092
2012-07-03,-29103.570429729807
2012-07-05,-26768.79505623532
2012-07-06,-26531.74610830644
2012-07-09,-28987.216654234406
2012-07-10,-33606.6060430943
2012-07-11,-30078.676521688467
2012-07-12,-30979.721226324255
2012-07-13,-32345.680583503854
2012-07-16,-33925.69957349991
2012-07-17,-33669.08514928818
2012-07-18,-34535.90997348643
2012-07-19,-34474.29951489887
2012-07-20,-32900.0728619897
2012-07-23,-32610.123124936086
2012-07-24,-34270.512593556356
2012-07-25,-33110.14816146411
2012-07-26,-33650.35719111095
2012-07-27,-33848.41944761078
2012-07-30,-33086.78384710748
2012-07-31,-33302.44399336871
2012-08-01,-31974.507498001825
2012-08-02,-32371.92391620524
2012-08-03,-31305.73269677286
2012-08-06,-29728.73347204065
2012-08-07,-27945.70246303377
2012-08-08,-27710.135812774373
2012-08-09,-27896.33559996556
2012-08-10,-27825.115176485342
2012-08-13,-28062.67759269297
2012-08-14,-27594.33759934458
2012-08-15,-27450.43535270849
2012-08-16,-28284.92449223694
2012-08-17,-28457.805982634556
2012-08-20,-28765.202092733147
2012-08-21,-28699.732669644538
2012-08-22,-21851.40304458716
2012-08-23,-23585.369360917233
2012-08-24,-21962.75520862006
2012-08-27,-21645.611633752196
2012-08-28,-21998.39457354162
2012-08-29,-22216.914641224153
2012-08-30,-22031.326334356854
2012-08-31,-22573.501083415977
2012-09-04,-23397.2189258289
2012-09-05,-21279.30792529638
2012-09-06,-21737.457021923037
2012-09-07,-21078.905139306953
2012-09-10,-20513.565681421867
2012-09-11,-19982.81736990907
2012-09-12,-20416.900731502057
2012-09-13,-20186.64444019088
2012-09-14,-20309.018939898597
2012-09-17,-21472.769704532446
2012-09-18,-21872.217056480353
2012-09-19,-21818.77848849338
2012-09-20,-21487.875812037193
2012-09-21,-20665.472237846217
2012-09-24,-20647.570736434558
2012-09-25,-20701.82390403407
2012-09-26,-20550.513743993914
2012-09-27,-19922.860538863068
2012-09-28,-37154.53674424694
2012-10-01,-38112.726782573096
2012-10-02,-37829.57175598915
2012-10-03,-37990.9309031069
2012-10-04,-37785.086953264414
2012-10-05,-38735.656884629614
2012-10-08,-37677.68157010904
2012-10-09,-37906.97448650074
2012-10-10,-38910.93810830501
2012-10-11,-39041.031719952254
2012-10-12,-38476.43562183998
2012-10-15,-40751.521769927655
2012-10-16,-40200.850485055926
2012-10-17,-39435.99256025875
2012-10-18,-40549.147125873074
2012-10-19,-39653.65621670113
2012-10-22,-41010.517127612344
2012-10-23,-40385.26063083275
2012-10-24,-42050.512811155204
2012-10-25,-42335.796707091984
2012-10-26,-35862.59700698186
2012-10-31,-35355.48496548555
2012-11-01,-35942.58703949944
2012-11-02,-34312.23386514335
2012-11-05,-34458.503205551126
2012-11-06,-32223.514713425742
2012-11-07,-30638.587638907542
2012-11-08,-31416.307424339306
2012-11-09,-30103.700189527954
2012-11-12,-29437.04471692226
2012-11-13,-28624.4548148599
2012-11-14,-28225.982539329125
2012-11-15,-28096.109435022212
2012-11-16,-28879.069000081654
2012-11-19,-29140.876111357153
2012-11-20,-28990.595953937795
2012-11-21,-27931.558881459467
2012-11-23,-28568.999707191935
2012-11-26,-29059.322261401263
2012-11-27,-28576.411458395334
2012-11-28,-29080.58234694846
2012-11-29,-29744.7738202241
2012-11-30,-29662.589859156622
2012-12-03,-29254.64442218565
2012-12-04,-28047.92566425829
2012-12-05,-28277.617373156085
2012-12-06,-28745.228780578385
2012-12-07,-29428.765617754732
2012-12-10,-29532.719277837692
2012-12-11,-30384.813600558628
2012-12-12,-30602.46991770588
2012-12-13,-31342.34985045588
2012-12-14,-32135.415585000155
2012-12-17,-32666.786928237954
2012-12-18,-33218.47191173941
2012-12-19,-33663.80457026239
2012-12-20,-33381.695383317856
2012-12-21,-33389.04315824459
2012-12-24,-32262.465141330293
2012-12-26,-32470.597310265934
2012-12-27,-30630.322472220214
2012-12-28,-30628.762540792886
2012-12-31,-38984.7743581361
2013-01-02,-39773.036173195345
2013-01-03,-44919.993703133005
2013-01-04,-45000.10031122214
2013-01-07,-46934.035270194145
2013-01-08,-47118.49062453222
2013-01-09,-45741.413339976585
2013-01-10,-45256.57943936867
2013-01-11,-42726.777991512936
2013-01-14,-41375.38701495969
2013-01-15,-41728.005417354
2013-01-16,-40880.610450366046
2013-01-17,-42031.214420982884
2013-01-18,-43358.007729462275
2013-01-22,-45171.72337807217
2013-01-23,-44643.91851262518
2013-01-24,-43287.011271971714
2013-01-25,-42322.807146689185
2013-01-28,-46155.873724654506
2013-01-29,-46860.48965223195
2013-01-30,-46854.936533493455
2013-01-31,-49128.266828335574
2013-02-01,-47197.563803360084
2013-02-04,-44963.689159896574
2013-02-05,-46315.74636408017
2013-02-06,-48156.73109695224
2013-02-07,-49356.901502803405
2013-02-08,-49382.20140264463
2013-02-11,-48806.103858737944
2013-02-12,-47840.60440926564
2013-02-13,-47948.66929114213
2013-02-14,-48366.41038991467
2013-02-15,-48506.77425209168
2013-02-19,-48335.610140748104
2013-02-20,-47025.96915571911
2013-02-21,-44270.9686758107
2013-02-22,-45973.6185325775
2013-02-25,-45813.845818162445
2013-02-26,-45411.012274437584
2013-02-27,-44816.0334125082
2013-02-28,-47236.69273390279
2013-03-01,-46813.30830179321
2013-03-04,-49024.14685921022
2013-03-05,-47370.485490466206
2013-03-06,-49217.65297779953
2013-03-07,-47358.987133692455
2013-03-08,-48957.549213788414
2013-03-11,-48582.0380268974
2013-03-12,-47166.4527122907
2013-03-13,-48348.64187280362
2013-03-14,-48218.19369290302
2013-03-15,-34802.75641657566
2013-03-18,-34010.97995378023
2013-03-19,-32563.904145361244
2013-03-20,-35196.374109107244
2013-03-21,-35587.702003308834
2013-03-22,-36254.745684913374
2013-03-25,-36843.361181295215
2013-03-26,-36245.16789567006
2013-03-27,-35346.14872155832
2013-03-28,-29954.051183918928
2013-04-01,-28383.70909393468
2013-04-02,-29993.57085721263
2013-04-03,-28850.27806314059
2013-04-04,-29503.56459089175
2013-04-05,-29113.88907189615
2013-04-08,-28697.21375478081
2013-04-09,-29604.58304075319
2013-04-10,-29675.95635404365
2013-04-11,-29493.846664918034
2013-04-12,-29611.72646923081
2013-04-15,-28620.66913818888
2013-04-16,-28784.165375952725
2013-04-17,-28780.14216887542
2013-04-18,-28554.052488193032
2013-04-19,-29458.805529494522
2013-04-22,-28660.691100484517
2013-04-23,-29546.557464371508
2013-04-24,-29977.03803789828
2013-04-25,-29288.51459445701
2013-04-26,-29174.08849574467
2013-04-29,-29719.38983767599
2013-04-30,-31862.919024836476
2013-05-01,-30326.62762821834
2013-05-02,-31314.721453303107
2013-05-03,-30743.285691704164
2013-05-06,-29953.78576467093
2013-05-07,-31017.503844353676
2013-05-08,-29289.881813687593
2013-05-09,-27731.445815168205
2013-05-10,-28650.689097979877
2013-05-13,-33205.51176156216
2013-05-14,-34725.09717096877
2013-05-15,-35481.03268746562
2013-05-16,-36051.8474962765
2013-05-17,-35572.25482903719
2013-05-20,-33181.55663589238
2013-05-21,-33188.84761476901
2013-05-22,-32767.94147630784
2013-05-23,-31663.872106124807
2013-05-24,-30960.367687326172
2013-05-28,-31904.64035838515
2013-05-29,-32331.425347110548
2013-05-30,-32538.380273807474
2013-05-31,-33541.47970144305
2013-06-03,-30255.260962956527
2013-06-04,-29082.254588526906
2013-06-05,-28491.363319091193
2013-06-06,-30197.978212859947
2013-06-07,-31153.220870750214
2013-06-10,-30241.320906679015
2013-06-11,-30572.011007638634
2013-06-12,-29281.45007976964
2013-06-13,-30253.45983188908
2013-06-14,-30408.288263059716
2013-06-17,-31216.451557993
2013-06-18,-33663.96318442476
2013-06-19,-35037.67191283422
2013-06-20,-33622.65194361546
2013-06-21,-34888.21371099466
2013-06-24,-35704.703080050705
2013-06-25,-34793.91979710676
2013-06-26,-34606.31449718193
2013-06-27,-35117.284754931796
2013-06-28,-45504.65683934823
2013-07-01,-45736.30288315225
2013-07-02,-45563.81403309996
2013-07-03,-45127.41491173947
2013-07-05,-43728.566698571754
2013-07-08,-41098.652129676004
2013-07-09,-41005.60027741878
2013-07-10,-41052.69228882644
2013-07-11,-42988.13411768814
2013-07-12,-43912.92631874797
2013-07-15,-43856.458392237706
2013-07-16,-43266.844729686636
2013-07-17,-43204.640272481076
2013-07-18,-39828.82389007328
2013-07-19,-39654.975453689476
2013-07-22,-39944.500917697325
2013-07-23,-40267.92232690255
2013-07-24,-34883.95844902693
2013-07-25,-35559.139336129505
2013-07-26,-35625.28117624707
2013-07-29,-35620.02349867257
2013-07-30,-36338.85665478266
2013-07-31,-36853.60029493974
2013-08-01,-35177.21818379914
2013-08-02,-33262.110113541436
2013-08-05,-31375.668003975137
2013-08-06,-30649.639176791243
2013-08-07,-29269.10996216332
2013-08-08,-27919.851307872916
2013-08-09,-27523.48894098522
2013-08-12,-26936.649033248832
2013-08-13,-26960.242477192995
2013-08-14,-27525.56053485234
2013-08-15,-25770.56744016119
2013-08-16,-27181.27434714364
2013-08-19,-27024.954274526302
2013-08-20,-26646.53757116689
2013-08-21,-34352.44875978604
2013-08-22,-31472.574526447366
2013-08-23,-30884.513243212336
2013-08-26,-30777.664933274908
2013-08-27,-29951.01598099443
2013-08-28,-32667.5126987986
2013-08-29,-33505.12345873681
2013-08-30,-33428.95031404268
2013-09-03,-34719.7444765547
2013-09-04,-32823.41125756808
2013-09-05,-33338.73988814127
2013-09-06,-33131.357393643586
2013-09-09,-32712.929512484814
2013-09-10,-33319.89477320723
2013-09-11,-33346.164243302905
2013-09-12,-33209.54095371494
2013-09-13,-34142.58252366363
2013-09-16,-33686.79772853495
2013-09-17,-32893.90535130382
2013-09-18,-33280.10855769152
2013-09-19,-33504.38877108361
2013-09-20,-34079.85392790758
2013-09-23,-33014.2249432516
2013-09-24,-32811.85473470681
2013-09-25,-30417.815384596324
2013-09-26,-31561.84405001742
2013-09-27,-32485.67597881949
2013-09-30,-52483.2241790518
2013-10-01,-53512.93654092707
2013-10-02,-47611.71958141567
2013-10-03,-46904.39090184335
2013-10-04,-47576.84085182141
2013-10-07,-46756.67048518146
2013-10-08,-45207.28712565222
2013-10-09,-45964.71823746666
2013-10-10,-48098.702151962876
2013-10-11,-51230.48102652792
2013-10-14,-50732.17219843711
2013-10-15,-50932.65612909186
2013-10-16,-50420.494326467655
2013-10-17,-49465.69415654408
2013-10-18,-50378.16307500884
2013-10-21,-49678.37079151579
2013-10-22,-49187.951634596815
2013-10-23,-48377.419685011744
2013-10-24,-49387.58154668896
2013-10-25,-49432.54704635478
2013-10-28,-49199.26792061704
2013-10-29,-48098.46807900643
2013-10-30,-44245.19957173083
2013-10-31,-43029.22649802339
2013-11-01,-46092.22700361608
2013-11-04,-45928.4590439577
2013-11-05,-45233.16976776134
2013-11-06,-45165.03908613084
2013-11-07,-44639.49007922725
2013-11-08,-44613.30729193395
2013-11-11,-45239.1784923237
2013-11-12,-46393.26589162128
2013-11-13,-45720.34880585209
2013-11-14,-45501.259966534606
2013-11-15,-47569.844864039565
2013-11-18,-47916.5286679781
2013-11-19,-48368.48078449516
2013-11-20,-48163.89614929739
2013-11-21,-49600.79495131128
2013-11-22,-50264.023752186695
2013-11-25,-50535.30091419048
2013-11-26,-51740.21050954443
2013-11-27,-52920.62374534784
2013-11-29,-58592.2971869372
2013-12-02,-56613.10956967663
2013-12-03,-56033.52403832215
2013-12-04,-55907.550027756355
2013-12-05,-54264.69963949731
2013-12-06,-50297.27590318656
2013-12-09,-51806.60397593242
2013-12-10,-51015.489396751
2013-12-11,-48264.742354312475
2013-12-12,-49769.403653120724
2013-12-13,-50512.503543372266
2013-12-16,-50886.19666604465
2013-12-17,-49470.170843915694
2013-12-18,-52580.21753650521
2013-12-19,-50289.59280277732
2013-12-20,-51333.81260662436
2013-12-23,-54341.96611624822
2013-12-24,-56934.025609016186
2013-12-26,-54887.300209019086
2013-12-27,-53937.073402464885
2013-12-30,-54910.557444163365
2013-12-31,-60384.50772977076
2014-01-02,-59872.46656932062
2014-01-03,-61018.9602779391
2014-01-06,-58954.558537482466
2014-01-07,-61274.532254963626
2014-01-08,-63207.7402790373
2014-01-09,-63662.242724067604
2014-01-10,-63344.38816011806
2014-01-13,-63933.457341530135
2014-01-14,-62140.024211003125
2014-01-15,-62654.02730154762
2014-01-16,-63988.36709292018
2014-01-17,-64665.07505819053
2014-01-21,-63287.721627301005
2014-01-22,-63248.27670533656
2014-01-23,-62758.20098545533
2014-01-24,-60800.23028366065
2014-01-27,-60440.55711189974
2014-01-28,-62221.54846053163
2014-01-29,-61387.84815216896
2014-01-30,-64345.11273042563
2014-01-31,-64271.98734046158
2014-02-03,-64777.82150152416
2014-02-04,-63480.59347190634
2014-02-05,-63166.52106505557
2014-02-06,-63793.972832243904
2014-02-07,-64474.30854399363
2014-02-10,-66844.2466097663
2014-02-11,-64596.58512320407
2014-02-12,-64838.45304250277
2014-02-13,-65928.87739065672
2014-02-14,-68473.13049565235
2014-02-18,-68681.70734653056
2014-02-19,-67757.9033727716
2014-02-20,-70131.04744697305
2014-02-21,-70074.33532617713
2014-02-24,-71366.40907151948
2014-02-25,-66521.37792077367
2014-02-26,-67981.0080728143
2014-02-27,-68991.78276269787
2014-02-28,-66547.1841916214
2014-03-03,-65964.39072993546
2014-03-04,-67809.2839232896
2014-03-05,-69842.2039339811
2014-03-06,-69045.07200119625
2014-03-07,-69062.44570370094
2014-03-10,-69504.80827264138
2014-03-11,-67496.75164985016
2014-03-12,-69625.05884429351
2014-03-13,-69722.28125796912
2014-03-14,-70626.31347505309
2014-03-17,-70665.10625968287
2014-03-18,-70391.6028523531
2014-03-19,-70605.40047617984
2014-03-20,-70007.13989244585
2014-03-21,-65172.08017746368
2014-03-24,-64947.04876682612
2014-03-25,-65278.119640043544
2014-03-26,-62837.09505324278
2014-03-27,-62671.68801660663
2014-03-28,-62056.26285859742
2014-03-31,-73461.07899545327
2014-04-01,-76353.15260452093
2014-04-02,-76876.83243593981
2014-04-03,-75368.96171615389
2014-04-04,-73697.42476076925
2014-04-07,-72359.87781917898
2014-04-08,-73000.12653138465
2014-04-09,-75878.4468470327
2014-04-10,-74056.26052083258
2014-04-11,-73798.51882858429
2014-04-14,-76283.17284736678
2014-04-15,-72692.21813929186
2014-04-16,-74251.09492065929
2014-04-17,-75093.05676398723
2014-04-21,-76706.48759028173
2014-04-22,-81589.99369492274
2014-04-23,-82154.88092914647
2014-04-24,-81690.14653329249
2014-04-25,-78021.47979175608
2014-04-28,-78822.76432326833
2014-04-29,-79251.38328299783
2014-04-30,-80976.60626132097
2014-05-01,-79806.72822655908
2014-05-02,-78813.69061704449
2014-05-05,-79130.72458646633
2014-05-06,-77740.0352518622
2014-05-07,-74848.44271553203
2014-05-08,-72116.37167235435
2014-05-09,-73517.65137555187
2014-05-12,-77223.07051644035
2014-05-13,-79557.67419134796
2014-05-14,-77925.17479169
2014-05-15,-77003.78700731811
2014-05-16,-76903.84543566835
2014-05-19,-78308.95587700383
2014-05-20,-76765.40126565447
2014-05-21,-76549.9450145858
2014-05-22,-76988.56943784576
2014-05-23,-79678.20098151825
2014-05-27,-81964.09690900706
2014-05-28,-81525.99370131281
2014-05-29,-81995.87305201312
2014-05-30,-80278.98606703049
2014-06-02,-79390.09504673147
